dataset,baseline,strata,alpha,scoring,human_cost,realized_error,repair_f1,err_hi,covered,on_pareto_front,backend
rayyan,CARE,marginal,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,CARE,mondrian,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,LLMOnly,-,0.05,errors,0.0,0.09183673469387754,0.9081632653061223,0.09727891156462584,False,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,NoOp,-,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,CARE,marginal,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,CARE,mondrian,0.1,errors,0.9227118644067798,0.006140350877192979,0.08183556405353729,0.01842105263157894,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,LLMOnly,-,0.1,errors,0.0,0.09183673469387754,0.9081632653061223,0.09727891156462584,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,NoOp,-,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,CARE,marginal,0.2,errors,0.0,0.09183673469387754,0.9081632653061223,0.09727891156462584,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,CARE,mondrian,0.2,errors,0.22711864406779664,0.04956140350877195,0.82868068833652,0.05350877192982458,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,LLMOnly,-,0.2,errors,0.0,0.09183673469387754,0.9081632653061223,0.09727891156462584,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
rayyan,NoOp,-,0.2,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var/1/baran_rayyan_mapped.csv
