proposer,base,kind,level,dataset,cell_error_rate,partition,stratifier,draw,alpha,n,error_cells,coverage,acc,pi0,pi_alpha,pi_alpha_floor,n_strata,strata_certifiable,A,A_queue,R,covered,gap,empty,predicted_empty
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,1,0.1,3046,5506,0.5532,0.0502,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,1,0.2,3046,5506,0.5532,0.0502,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,2,0.05,2470,5506,0.4486,0.0571,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,2,0.1,2470,5506,0.4486,0.0571,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,2,0.2,2470,5506,0.4486,0.0571,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,3,0.05,2439,5506,0.443,0.0549,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,3,0.1,2439,5506,0.443,0.0549,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,50,flights_ni_inner50,0.38622,mondrian,column,3,0.2,2439,5506,0.443,0.0549,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,1,0.05,2499,7048,0.3546,0.058,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,1,0.1,2499,7048,0.3546,0.058,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,1,0.2,2499,7048,0.3546,0.058,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,2,0.05,3343,7048,0.4743,0.1846,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,2,0.1,3343,7048,0.4743,0.1846,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,2,0.2,3343,7048,0.4743,0.1846,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,3,0.05,2421,7048,0.3435,0.0591,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,3,0.1,2421,7048,0.3435,0.0591,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,marginal,marginal,3,0.2,2421,7048,0.3435,0.0591,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,1,0.05,2499,7048,0.3546,0.058,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,1,0.1,2499,7048,0.3546,0.058,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,1,0.2,2499,7048,0.3546,0.058,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,2,0.05,3343,7048,0.4743,0.1846,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,2,0.1,3343,7048,0.4743,0.1846,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,2,0.2,3343,7048,0.4743,0.1846,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,3,0.05,2421,7048,0.3435,0.0591,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,3,0.1,2421,7048,0.3435,0.0591,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,flights,inner,70,flights_ni_inner70,0.49439,mondrian,column,3,0.2,2421,7048,0.3435,0.0591,0.0,0.0,0.0,6,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,1,0.05,1179,1261,0.935,0.8287,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,1,0.1,1179,1261,0.935,0.8287,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,1,0.2,1179,1261,0.935,0.8287,0.0,1.0,1.0,1,1,0.1,0.0935,0.0185,True,-0.9,False,False
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,2,0.05,1237,1261,0.981,0.7712,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,2,0.1,1237,1261,0.981,0.7712,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,2,0.2,1237,1261,0.981,0.7712,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,3,0.05,1219,1261,0.9667,0.7211,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,3,0.1,1219,1261,0.9667,0.7211,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,marginal,marginal,3,0.2,1219,1261,0.9667,0.7211,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,1,0.05,1179,1261,0.935,0.8287,0.0,0.1459,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,1,0.1,1179,1261,0.935,0.8287,0.0,0.3486,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,1,0.2,1179,1261,0.935,0.8287,0.0,0.7506,0.7345,15,10,0.0653,0.0611,0.0657,True,-0.6692,False,False
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,2,0.05,1237,1261,0.981,0.7712,0.0,0.1245,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,2,0.1,1237,1261,0.981,0.7712,0.0,0.2692,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,2,0.2,1237,1261,0.981,0.7712,0.0,0.6419,0.6419,15,9,0.0625,0.0613,0.0568,True,-0.5794,False,False
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,3,0.05,1219,1261,0.9667,0.7211,0.0,0.0681,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,3,0.1,1219,1261,0.9667,0.7211,0.0,0.4733,0.0,15,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,10,hospital_ni_inner10,0.06637,mondrian,column,3,0.2,1219,1261,0.9667,0.7211,0.0,0.63,0.6144,15,8,0.0853,0.0824,0.0729,True,-0.5291,False,False
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,1,0.05,3186,3520,0.9051,0.5719,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,1,0.1,3186,3520,0.9051,0.5719,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,1,0.2,3186,3520,0.9051,0.5719,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,2,0.05,2997,3520,0.8514,0.4882,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,2,0.1,2997,3520,0.8514,0.4882,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,2,0.2,2997,3520,0.8514,0.4882,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,3,0.05,3088,3520,0.8773,0.443,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,3,0.1,3088,3520,0.8773,0.443,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,marginal,marginal,3,0.2,3088,3520,0.8773,0.443,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,1,0.05,3186,3520,0.9051,0.5719,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,1,0.1,3186,3520,0.9051,0.5719,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,1,0.2,3186,3520,0.9051,0.5719,0.0,0.1296,0.1277,16,2,0.0,0.0,0.0,True,-0.1277,True,False
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,2,0.05,2997,3520,0.8514,0.4882,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,2,0.1,2997,3520,0.8514,0.4882,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,2,0.2,2997,3520,0.8514,0.4882,0.0,0.025,0.023,16,1,0.0,0.0,0.0,True,-0.023,True,False
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,3,0.05,3088,3520,0.8773,0.443,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,3,0.1,3088,3520,0.8773,0.443,0.0,0.0223,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,30,hospital_ni_inner30,0.18526,mondrian,column,3,0.2,3088,3520,0.8773,0.443,0.0,0.0858,0.0839,16,2,0.0023,0.002,0.0119,True,-0.0816,False,False
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,1,0.05,4768,5297,0.9001,0.3886,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,1,0.1,4768,5297,0.9001,0.3886,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,1,0.2,4768,5297,0.9001,0.3886,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,2,0.05,4564,5297,0.8616,0.4483,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,2,0.1,4564,5297,0.8616,0.4483,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,2,0.2,4564,5297,0.8616,0.4483,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,3,0.05,3776,5297,0.7129,0.4261,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,3,0.1,3776,5297,0.7129,0.4261,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,marginal,marginal,3,0.2,3776,5297,0.7129,0.4261,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,1,0.05,4768,5297,0.9001,0.3886,0.018,0.018,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,1,0.1,4768,5297,0.9001,0.3886,0.018,0.018,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,1,0.2,4768,5297,0.9001,0.3886,0.018,0.0224,0.018,16,1,0.0181,0.0163,0.0,True,0.0001,False,False
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,2,0.05,4564,5297,0.8616,0.4483,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,2,0.1,4564,5297,0.8616,0.4483,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,2,0.2,4564,5297,0.8616,0.4483,0.0,0.0234,0.0188,16,1,0.0,0.0,0.0,True,-0.0188,True,False
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,3,0.05,3776,5297,0.7129,0.4261,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,3,0.1,3776,5297,0.7129,0.4261,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,50,hospital_ni_inner50,0.27879,mondrian,column,3,0.2,3776,5297,0.7129,0.4261,0.0,0.0228,0.0228,16,1,0.0,0.0,0.0,True,-0.0228,True,False
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,1,0.05,4626,6811,0.6792,0.2875,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,1,0.1,4626,6811,0.6792,0.2875,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,1,0.2,4626,6811,0.6792,0.2875,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,2,0.05,4565,6811,0.6702,0.287,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,2,0.1,4565,6811,0.6702,0.287,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,2,0.2,4565,6811,0.6702,0.287,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,3,0.05,4633,6811,0.6802,0.2966,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,3,0.1,4633,6811,0.6802,0.2966,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,marginal,marginal,3,0.2,4633,6811,0.6802,0.2966,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,1,0.05,4626,6811,0.6792,0.2875,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,1,0.1,4626,6811,0.6792,0.2875,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,1,0.2,4626,6811,0.6792,0.2875,0.0,0.0,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,2,0.05,4565,6811,0.6702,0.287,0.0318,0.0318,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,2,0.1,4565,6811,0.6702,0.287,0.0318,0.0318,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,2,0.2,4565,6811,0.6702,0.287,0.0318,0.0359,0.0272,16,1,0.0273,0.0183,0.0,True,0.0001,False,False
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,3,0.05,4633,6811,0.6802,0.2966,0.0268,0.0268,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,3,0.1,4633,6811,0.6802,0.2966,0.0268,0.0268,0.0,16,0,0.0,0.0,0.0,True,0.0,True,True
baran,hospital,inner,70,hospital_ni_inner70,0.35847,mondrian,column,3,0.2,4633,6811,0.6802,0.2966,0.0268,0.0356,0.0268,16,1,0.0269,0.0183,0.0,True,0.0001,False,False
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,0,0.05,561,999,0.5616,0.1907,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,0,0.1,561,999,0.5616,0.1907,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,0,0.2,561,999,0.5616,0.1907,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,1,0.05,516,999,0.5165,0.2074,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,1,0.1,516,999,0.5165,0.2074,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,1,0.2,516,999,0.5165,0.2074,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,2,0.05,485,999,0.4855,0.1773,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,2,0.1,485,999,0.4855,0.1773,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,2,0.2,485,999,0.4855,0.1773,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,3,0.05,475,999,0.4755,0.2274,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,3,0.1,475,999,0.4755,0.2274,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,marginal,marginal,3,0.2,475,999,0.4755,0.2274,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,0,0.05,561,999,0.5616,0.1907,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,0,0.1,561,999,0.5616,0.1907,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,0,0.2,561,999,0.5616,0.1907,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,1,0.05,516,999,0.5165,0.2074,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,1,0.1,516,999,0.5165,0.2074,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,1,0.2,516,999,0.5165,0.2074,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,2,0.05,485,999,0.4855,0.1773,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,2,0.1,485,999,0.4855,0.1773,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,2,0.2,485,999,0.4855,0.1773,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,3,0.05,475,999,0.4755,0.2274,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,3,0.1,475,999,0.4755,0.2274,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,10,rayyan_ni_inner10,0.09082,mondrian,column,3,0.2,475,999,0.4755,0.2274,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,0,0.05,1137,2644,0.43,0.1944,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,0,0.1,1137,2644,0.43,0.1944,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,0,0.2,1137,2644,0.43,0.1944,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,1,0.05,1168,2644,0.4418,0.1747,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,1,0.1,1168,2644,0.4418,0.1747,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,1,0.2,1168,2644,0.4418,0.1747,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,2,0.05,877,2644,0.3317,0.244,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,2,0.1,877,2644,0.3317,0.244,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,2,0.2,877,2644,0.3317,0.244,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,3,0.05,1204,2644,0.4554,0.2018,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,3,0.1,1204,2644,0.4554,0.2018,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,marginal,marginal,3,0.2,1204,2644,0.4554,0.2018,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,0,0.05,1137,2644,0.43,0.1944,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,0,0.1,1137,2644,0.43,0.1944,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,0,0.2,1137,2644,0.43,0.1944,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,1,0.05,1168,2644,0.4418,0.1747,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,1,0.1,1168,2644,0.4418,0.1747,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,1,0.2,1168,2644,0.4418,0.1747,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,2,0.05,877,2644,0.3317,0.244,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,2,0.1,877,2644,0.3317,0.244,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,2,0.2,877,2644,0.3317,0.244,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,3,0.05,1204,2644,0.4554,0.2018,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,3,0.1,1204,2644,0.4554,0.2018,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
