dataset,baseline,strata,alpha,scoring,human_cost,realized_error,repair_f1,err_hi,covered,on_pareto_front,backend
hospital,CARE,marginal,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,CARE,mondrian,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,LLMOnly,-,0.05,errors,0.0,0.11229235880398672,0.8877076411960132,0.12358803986710964,False,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,NoOp,-,0.05,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,CARE,marginal,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,CARE,mondrian,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,LLMOnly,-,0.1,errors,0.0,0.11229235880398672,0.8877076411960132,0.12358803986710964,False,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,NoOp,-,0.1,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,CARE,marginal,0.2,errors,0.4,0.07574750830564783,0.5242524916943522,0.11428571428571428,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,CARE,mondrian,0.2,errors,0.7711920529801325,0.044466631615656824,0.23916381166622314,0.08277189758732215,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,LLMOnly,-,0.2,errors,0.0,0.11229235880398672,0.8877076411960132,0.12358803986710964,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
hospital,NoOp,-,0.2,errors,1.0,0.0,0.0,0.0,True,True,baran:csvs/baran_var_hospital/1/baran_hospital_mapped.csv
